id	wkt
375	MULTIPOINT ((20 60), (30 60), (20 70), (30 70))
376	MULTIPOINT ((20 70), (30 70), (20 80), (30 80))
377	MULTIPOINT ((20 80), (30 80), (20 90), (30 90))
378	MULTIPOINT ((30 -90), (40 -90), (30 -80), (40 -80))
379	MULTIPOINT ((30 -80), (40 -80), (30 -70), (40 -70))
380	MULTIPOINT ((30 -70), (40 -70), (30 -60), (40 -60))
381	MULTIPOINT ((30 -60), (40 -60), (30 -50), (40 -50))
382	MULTIPOINT ((30 -50), (40 -50), (30 -40), (40 -40))
383	MULTIPOINT ((30 -40), (40 -40), (30 -30), (40 -30))
384	MULTIPOINT ((30 -30), (40 -30), (30 -20), (40 -20))
385	MULTIPOINT ((30 -20), (40 -20), (30 -10), (40 -10))
386	MULTIPOINT ((30 -10), (40 -10), (30 0), (40 0))
387	MULTIPOINT ((30 0), (40 0), (30 10), (40 10))
388	MULTIPOINT ((30 10), (40 10), (30 20), (40 20))
389	MULTIPOINT ((30 20), (40 20), (30 30), (40 30))
390	MULTIPOINT ((30 30), (40 30), (30 40), (40 40))
391	MULTIPOINT ((30 40), (40 40), (30 50), (40 50))
392	MULTIPOINT ((30 50), (40 50), (30 60), (40 60))
393	MULTIPOINT ((30 60), (40 60), (30 70), (40 70))
394	MULTIPOINT ((30 70), (40 70), (30 80), (40 80))
395	MULTIPOINT ((30 80), (40 80), (30 90), (40 90))
396	MULTIPOINT ((40 -90), (50 -90), (40 -80), (50 -80))
397	MULTIPOINT ((40 -80), (50 -80), (40 -70), (50 -70))
398	MULTIPOINT ((40 -70), (50 -70), (40 -60), (50 -60))
399	MULTIPOINT ((40 -60), (50 -60), (40 -50), (50 -50))
400	MULTIPOINT ((40 -50), (50 -50), (40 -40), (50 -40))
401	MULTIPOINT ((40 -40), (50 -40), (40 -30), (50 -30))
402	MULTIPOINT ((40 -30), (50 -30), (40 -20), (50 -20))
403	MULTIPOINT ((40 -20), (50 -20), (40 -10), (50 -10))
404	MULTIPOINT ((40 -10), (50 -10), (40 0), (50 0))
405	MULTIPOINT ((40 0), (50 0), (40 10), (50 10))
406	MULTIPOINT ((40 10), (50 10), (40 20), (50 20))
407	MULTIPOINT ((40 20), (50 20), (40 30), (50 30))
408	MULTIPOINT ((40 30), (50 30), (40 40), (50 40))
409	MULTIPOINT ((40 40), (50 40), (40 50), (50 50))
410	MULTIPOINT ((40 50), (50 50), (40 60), (50 60))
411	MULTIPOINT ((40 60), (50 60), (40 70), (50 70))
412	MULTIPOINT ((40 70), (50 70), (40 80), (50 80))
413	MULTIPOINT ((40 80), (50 80), (40 90), (50 90))
414	MULTIPOINT ((50 -90), (60 -90), (50 -80), (60 -80))
415	MULTIPOINT ((50 -80), (60 -80), (50 -70), (60 -70))
416	MULTIPOINT ((50 -70), (60 -70), (50 -60), (60 -60))
417	MULTIPOINT ((50 -60), (60 -60), (50 -50), (60 -50))
418	MULTIPOINT ((50 -50), (60 -50), (50 -40), (60 -40))
419	MULTIPOINT ((50 -40), (60 -40), (50 -30), (60 -30))
420	MULTIPOINT ((50 -30), (60 -30), (50 -20), (60 -20))
421	MULTIPOINT ((50 -20), (60 -20), (50 -10), (60 -10))
422	MULTIPOINT ((50 -10), (60 -10), (50 0), (60 0))
423	MULTIPOINT ((50 0), (60 0), (50 10), (60 10))
424	MULTIPOINT ((50 10), (60 10), (50 20), (60 20))
425	MULTIPOINT ((50 20), (60 20), (50 30), (60 30))
426	MULTIPOINT ((50 30), (60 30), (50 40), (60 40))
427	MULTIPOINT ((50 40), (60 40), (50 50), (60 50))
428	MULTIPOINT ((50 50), (60 50), (50 60), (60 60))
429	MULTIPOINT ((50 60), (60 60), (50 70), (60 70))
430	MULTIPOINT ((50 70), (60 70), (50 80), (60 80))
431	MULTIPOINT ((50 80), (60 80), (50 90), (60 90))
432	MULTIPOINT ((60 -90), (70 -90), (60 -80), (70 -80))
433	MULTIPOINT ((60 -80), (70 -80), (60 -70), (70 -70))
434	MULTIPOINT ((60 -70), (70 -70), (60 -60), (70 -60))
435	MULTIPOINT ((60 -60), (70 -60), (60 -50), (70 -50))
436	MULTIPOINT ((60 -50), (70 -50), (60 -40), (70 -40))
437	MULTIPOINT ((60 -40), (70 -40), (60 -30), (70 -30))
438	MULTIPOINT ((60 -30), (70 -30), (60 -20), (70 -20))
439	MULTIPOINT ((60 -20), (70 -20), (60 -10), (70 -10))
440	MULTIPOINT ((60 -10), (70 -10), (60 0), (70 0))
441	MULTIPOINT ((60 0), (70 0), (60 10), (70 10))
442	MULTIPOINT ((60 10), (70 10), (60 20), (70 20))
443	MULTIPOINT ((60 20), (70 20), (60 30), (70 30))
444	MULTIPOINT ((60 30), (70 30), (60 40), (70 40))
445	MULTIPOINT ((60 40), (70 40), (60 50), (70 50))
446	MULTIPOINT ((60 50), (70 50), (60 60), (70 60))
447	MULTIPOINT ((60 60), (70 60), (60 70), (70 70))
448	MULTIPOINT ((60 70), (70 70), (60 80), (70 80))
449	MULTIPOINT ((60 80), (70 80), (60 90), (70 90))
450	MULTIPOINT ((70 -90), (80 -90), (70 -80), (80 -80))
451	MULTIPOINT ((70 -80), (80 -80), (70 -70), (80 -70))
452	MULTIPOINT ((70 -70), (80 -70), (70 -60), (80 -60))
453	MULTIPOINT ((70 -60), (80 -60), (70 -50), (80 -50))
454	MULTIPOINT ((70 -50), (80 -50), (70 -40), (80 -40))
455	MULTIPOINT ((70 -40), (80 -40), (70 -30), (80 -30))
456	MULTIPOINT ((70 -30), (80 -30), (70 -20), (80 -20))
457	MULTIPOINT ((70 -20), (80 -20), (70 -10), (80 -10))
458	MULTIPOINT ((70 -10), (80 -10), (70 0), (80 0))
459	MULTIPOINT ((70 0), (80 0), (70 10), (80 10))
460	MULTIPOINT ((70 10), (80 10), (70 20), (80 20))
461	MULTIPOINT ((70 20), (80 20), (70 30), (80 30))
462	MULTIPOINT ((70 30), (80 30), (70 40), (80 40))
463	MULTIPOINT ((70 40), (80 40), (70 50), (80 50))
464	MULTIPOINT ((70 50), (80 50), (70 60), (80 60))
465	MULTIPOINT ((70 60), (80 60), (70 70), (80 70))
466	MULTIPOINT ((70 70), (80 70), (70 80), (80 80))
467	MULTIPOINT ((70 80), (80 80), (70 90), (80 90))
468	MULTIPOINT ((80 -90), (90 -90), (80 -80), (90 -80))
469	MULTIPOINT ((80 -80), (90 -80), (80 -70), (90 -70))
470	MULTIPOINT ((80 -70), (90 -70), (80 -60), (90 -60))
471	MULTIPOINT ((80 -60), (90 -60), (80 -50), (90 -50))
472	MULTIPOINT ((80 -50), (90 -50), (80 -40), (90 -40))
473	MULTIPOINT ((80 -40), (90 -40), (80 -30), (90 -30))
474	MULTIPOINT ((80 -30), (90 -30), (80 -20), (90 -20))
475	MULTIPOINT ((80 -20), (90 -20), (80 -10), (90 -10))
476	MULTIPOINT ((80 -10), (90 -10), (80 0), (90 0))
477	MULTIPOINT ((80 0), (90 0), (80 10), (90 10))
478	MULTIPOINT ((80 10), (90 10), (80 20), (90 20))
479	MULTIPOINT ((80 20), (90 20), (80 30), (90 30))
480	MULTIPOINT ((80 30), (90 30), (80 40), (90 40))
481	MULTIPOINT ((80 40), (90 40), (80 50), (90 50))
482	MULTIPOINT ((80 50), (90 50), (80 60), (90 60))
483	MULTIPOINT ((80 60), (90 60), (80 70), (90 70))
484	MULTIPOINT ((80 70), (90 70), (80 80), (90 80))
485	MULTIPOINT ((80 80), (90 80), (80 90), (90 90))
486	MULTIPOINT ((90 -90), (100 -90), (90 -80), (100 -80))
487	MULTIPOINT ((90 -80), (100 -80), (90 -70), (100 -70))
488	MULTIPOINT ((90 -70), (100 -70), (90 -60), (100 -60))
489	MULTIPOINT ((90 -60), (100 -60), (90 -50), (100 -50))
490	MULTIPOINT ((90 -50), (100 -50), (90 -40), (100 -40))
491	MULTIPOINT ((90 -40), (100 -40), (90 -30), (100 -30))
492	MULTIPOINT ((90 -30), (100 -30), (90 -20), (100 -20))
493	MULTIPOINT ((90 -20), (100 -20), (90 -10), (100 -10))
494	MULTIPOINT ((90 -10), (100 -10), (90 0), (100 0))
495	MULTIPOINT ((90 0), (100 0), (90 10), (100 10))
496	MULTIPOINT ((90 10), (100 10), (90 20), (100 20))
497	MULTIPOINT ((90 20), (100 20), (90 30), (100 30))
498	MULTIPOINT ((90 30), (100 30), (90 40), (100 40))
499	MULTIPOINT ((90 40), (100 40), (90 50), (100 50))
500	MULTIPOINT ((90 50), (100 50), (90 60), (100 60))
501	MULTIPOINT ((90 60), (100 60), (90 70), (100 70))
502	MULTIPOINT ((90 70), (100 70), (90 80), (100 80))
503	MULTIPOINT ((90 80), (100 80), (90 90), (100 90))
504	MULTIPOINT ((100 -90), (110 -90), (100 -80), (110 -80))
505	MULTIPOINT ((100 -80), (110 -80), (100 -70), (110 -70))
506	MULTIPOINT ((100 -70), (110 -70), (100 -60), (110 -60))
507	MULTIPOINT ((100 -60), (110 -60), (100 -50), (110 -50))
508	MULTIPOINT ((100 -50), (110 -50), (100 -40), (110 -40))
509	MULTIPOINT ((100 -40), (110 -40), (100 -30), (110 -30))
510	MULTIPOINT ((100 -30), (110 -30), (100 -20), (110 -20))
511	MULTIPOINT ((100 -20), (110 -20), (100 -10), (110 -10))
512	MULTIPOINT ((100 -10), (110 -10), (100 0), (110 0))
513	MULTIPOINT ((100 0), (110 0), (100 10), (110 10))
514	MULTIPOINT ((100 10), (110 10), (100 20), (110 20))
515	MULTIPOINT ((100 20), (110 20), (100 30), (110 30))
516	MULTIPOINT ((100 30), (110 30), (100 40), (110 40))
517	MULTIPOINT ((100 40), (110 40), (100 50), (110 50))
518	MULTIPOINT ((100 50), (110 50), (100 60), (110 60))
519	MULTIPOINT ((100 60), (110 60), (100 70), (110 70))
520	MULTIPOINT ((100 70), (110 70), (100 80), (110 80))
521	MULTIPOINT ((100 80), (110 80), (100 90), (110 90))
522	MULTIPOINT ((110 -90), (120 -90), (110 -80), (120 -80))
523	MULTIPOINT ((110 -80), (120 -80), (110 -70), (120 -70))
524	MULTIPOINT ((110 -70), (120 -70), (110 -60), (120 -60))
525	MULTIPOINT ((110 -60), (120 -60), (110 -50), (120 -50))
526	MULTIPOINT ((110 -50), (120 -50), (110 -40), (120 -40))
527	MULTIPOINT ((110 -40), (120 -40), (110 -30), (120 -30))
528	MULTIPOINT ((110 -30), (120 -30), (110 -20), (120 -20))
529	MULTIPOINT ((110 -20), (120 -20), (110 -10), (120 -10))
530	MULTIPOINT ((110 -10), (120 -10), (110 0), (120 0))
531	MULTIPOINT ((110 0), (120 0), (110 10), (120 10))
532	MULTIPOINT ((110 10), (120 10), (110 20), (120 20))
533	MULTIPOINT ((110 20), (120 20), (110 30), (120 30))
534	MULTIPOINT ((110 30), (120 30), (110 40), (120 40))
535	MULTIPOINT ((110 40), (120 40), (110 50), (120 50))
536	MULTIPOINT ((110 50), (120 50), (110 60), (120 60))
537	MULTIPOINT ((110 60), (120 60), (110 70), (120 70))
538	MULTIPOINT ((110 70), (120 70), (110 80), (120 80))
539	MULTIPOINT ((110 80), (120 80), (110 90), (120 90))
540	MULTIPOINT ((120 -90), (130 -90), (120 -80), (130 -80))
541	MULTIPOINT ((120 -80), (130 -80), (120 -70), (130 -70))
542	MULTIPOINT ((120 -70), (130 -70), (120 -60), (130 -60))
543	MULTIPOINT ((120 -60), (130 -60), (120 -50), (130 -50))
544	MULTIPOINT ((120 -50), (130 -50), (120 -40), (130 -40))
545	MULTIPOINT ((120 -40), (130 -40), (120 -30), (130 -30))
546	MULTIPOINT ((120 -30), (130 -30), (120 -20), (130 -20))
547	MULTIPOINT ((120 -20), (130 -20), (120 -10), (130 -10))
548	MULTIPOINT ((120 -10), (130 -10), (120 0), (130 0))
549	MULTIPOINT ((120 0), (130 0), (120 10), (130 10))
550	MULTIPOINT ((120 10), (130 10), (120 20), (130 20))
551	MULTIPOINT ((120 20), (130 20), (120 30), (130 30))
552	MULTIPOINT ((120 30), (130 30), (120 40), (130 40))
553	MULTIPOINT ((120 40), (130 40), (120 50), (130 50))
554	MULTIPOINT ((120 50), (130 50), (120 60), (130 60))
555	MULTIPOINT ((120 60), (130 60), (120 70), (130 70))
556	MULTIPOINT ((120 70), (130 70), (120 80), (130 80))
557	MULTIPOINT ((120 80), (130 80), (120 90), (130 90))
558	MULTIPOINT ((130 -90), (140 -90), (130 -80), (140 -80))
559	MULTIPOINT ((130 -80), (140 -80), (130 -70), (140 -70))
560	MULTIPOINT ((130 -70), (140 -70), (130 -60), (140 -60))
561	MULTIPOINT ((130 -60), (140 -60), (130 -50), (140 -50))
562	MULTIPOINT ((130 -50), (140 -50), (130 -40), (140 -40))
563	MULTIPOINT ((130 -40), (140 -40), (130 -30), (140 -30))
564	MULTIPOINT ((130 -30), (140 -30), (130 -20), (140 -20))
565	MULTIPOINT ((130 -20), (140 -20), (130 -10), (140 -10))
566	MULTIPOINT ((130 -10), (140 -10), (130 0), (140 0))
567	MULTIPOINT ((130 0), (140 0), (130 10), (140 10))
568	MULTIPOINT ((130 10), (140 10), (130 20), (140 20))
569	MULTIPOINT ((130 20), (140 20), (130 30), (140 30))
570	MULTIPOINT ((130 30), (140 30), (130 40), (140 40))
571	MULTIPOINT ((130 40), (140 40), (130 50), (140 50))
572	MULTIPOINT ((130 50), (140 50), (130 60), (140 60))
573	MULTIPOINT ((130 60), (140 60), (130 70), (140 70))
574	MULTIPOINT ((130 70), (140 70), (130 80), (140 80))
575	MULTIPOINT ((130 80), (140 80), (130 90), (140 90))
576	MULTIPOINT ((140 -90), (150 -90), (140 -80), (150 -80))
577	MULTIPOINT ((140 -80), (150 -80), (140 -70), (150 -70))
578	MULTIPOINT ((140 -70), (150 -70), (140 -60), (150 -60))
579	MULTIPOINT ((140 -60), (150 -60), (140 -50), (150 -50))
580	MULTIPOINT ((140 -50), (150 -50), (140 -40), (150 -40))
581	MULTIPOINT ((140 -40), (150 -40), (140 -30), (150 -30))
582	MULTIPOINT ((140 -30), (150 -30), (140 -20), (150 -20))
583	MULTIPOINT ((140 -20), (150 -20), (140 -10), (150 -10))
584	MULTIPOINT ((140 -10), (150 -10), (140 0), (150 0))
585	MULTIPOINT ((140 0), (150 0), (140 10), (150 10))
586	MULTIPOINT ((140 10), (150 10), (140 20), (150 20))
587	MULTIPOINT ((140 20), (150 20), (140 30), (150 30))
588	MULTIPOINT ((140 30), (150 30), (140 40), (150 40))
589	MULTIPOINT ((140 40), (150 40), (140 50), (150 50))
590	MULTIPOINT ((140 50), (150 50), (140 60), (150 60))
591	MULTIPOINT ((140 60), (150 60), (140 70), (150 70))
592	MULTIPOINT ((140 70), (150 70), (140 80), (150 80))
593	MULTIPOINT ((140 80), (150 80), (140 90), (150 90))
594	MULTIPOINT ((150 -90), (160 -90), (150 -80), (160 -80))
595	MULTIPOINT ((150 -80), (160 -80), (150 -70), (160 -70))
596	MULTIPOINT ((150 -70), (160 -70), (150 -60), (160 -60))
597	MULTIPOINT ((150 -60), (160 -60), (150 -50), (160 -50))
598	MULTIPOINT ((150 -50), (160 -50), (150 -40), (160 -40))
599	MULTIPOINT ((150 -40), (160 -40), (150 -30), (160 -30))
600	MULTIPOINT ((150 -30), (160 -30), (150 -20), (160 -20))
601	MULTIPOINT ((150 -20), (160 -20), (150 -10), (160 -10))
602	MULTIPOINT ((150 -10), (160 -10), (150 0), (160 0))
603	MULTIPOINT ((150 0), (160 0), (150 10), (160 10))
604	MULTIPOINT ((150 10), (160 10), (150 20), (160 20))
605	MULTIPOINT ((150 20), (160 20), (150 30), (160 30))
606	MULTIPOINT ((150 30), (160 30), (150 40), (160 40))
607	MULTIPOINT ((150 40), (160 40), (150 50), (160 50))
608	MULTIPOINT ((150 50), (160 50), (150 60), (160 60))
609	MULTIPOINT ((150 60), (160 60), (150 70), (160 70))
610	MULTIPOINT ((150 70), (160 70), (150 80), (160 80))
611	MULTIPOINT ((150 80), (160 80), (150 90), (160 90))
612	MULTIPOINT ((160 -90), (170 -90), (160 -80), (170 -80))
613	MULTIPOINT ((160 -80), (170 -80), (160 -70), (170 -70))
614	MULTIPOINT ((160 -70), (170 -70), (160 -60), (170 -60))
615	MULTIPOINT ((160 -60), (170 -60), (160 -50), (170 -50))
616	MULTIPOINT ((160 -50), (170 -50), (160 -40), (170 -40))
617	MULTIPOINT ((160 -40), (170 -40), (160 -30), (170 -30))
618	MULTIPOINT ((160 -30), (170 -30), (160 -20), (170 -20))
619	MULTIPOINT ((160 -20), (170 -20), (160 -10), (170 -10))
620	MULTIPOINT ((160 -10), (170 -10), (160 0), (170 0))
621	MULTIPOINT ((160 0), (170 0), (160 10), (170 10))
622	MULTIPOINT ((160 10), (170 10), (160 20), (170 20))
623	MULTIPOINT ((160 20), (170 20), (160 30), (170 30))
624	MULTIPOINT ((160 30), (170 30), (160 40), (170 40))
625	MULTIPOINT ((160 40), (170 40), (160 50), (170 50))
626	MULTIPOINT ((160 50), (170 50), (160 60), (170 60))
627	MULTIPOINT ((160 60), (170 60), (160 70), (170 70))
628	MULTIPOINT ((160 70), (170 70), (160 80), (170 80))
629	MULTIPOINT ((160 80), (170 80), (160 90), (170 90))
630	MULTIPOINT ((170 -90), (180 -90), (170 -80), (180 -80))
631	MULTIPOINT ((170 -80), (180 -80), (170 -70), (180 -70))
632	MULTIPOINT ((170 -70), (180 -70), (170 -60), (180 -60))
633	MULTIPOINT ((170 -60), (180 -60), (170 -50), (180 -50))
634	MULTIPOINT ((170 -50), (180 -50), (170 -40), (180 -40))
635	MULTIPOINT ((170 -40), (180 -40), (170 -30), (180 -30))
636	MULTIPOINT ((170 -30), (180 -30), (170 -20), (180 -20))
637	MULTIPOINT ((170 -20), (180 -20), (170 -10), (180 -10))
638	MULTIPOINT ((170 -10), (180 -10), (170 0), (180 0))
639	MULTIPOINT ((170 0), (180 0), (170 10), (180 10))
640	MULTIPOINT ((170 10), (180 10), (170 20), (180 20))
641	MULTIPOINT ((170 20), (180 20), (170 30), (180 30))
642	MULTIPOINT ((170 30), (180 30), (170 40), (180 40))
643	MULTIPOINT ((170 40), (180 40), (170 50), (180 50))
644	MULTIPOINT ((170 50), (180 50), (170 60), (180 60))
645	MULTIPOINT ((170 60), (180 60), (170 70), (180 70))
646	MULTIPOINT ((170 70), (180 70), (170 80), (180 80))
647	MULTIPOINT ((170 80), (180 80), (170 90), (180 90))
